ReportDate,Barrid,Factor,Exposure,DataDate
2018.10.10,DA000368,JPNEFMTRD_EARNVAR,-0.021139,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_EARNYILD,0.092878,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_ESG,0.075428,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_FOREIGN_SENS,0.111907,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_GROWTH,-0.022434,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_INDMOM,-0.043962,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_INVSQLTY,0.056416,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_LEVERAGE,0.050314,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_LIQUIDTY,0.069052,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_LTREVRSL,-0.006902,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_MIDCAP,-0.047853,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_MLFAC,-0.002429,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_MOMENTUM,-0.009377,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_PROFIT,-0.04477,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_RESVOL,-0.050642,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_SEASON,0.0086,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_SHORTINT,-0.062104,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_STREVRSL,0.016595,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_SIZE,0.086382,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_CROWD,0.018049,2018.10.10
2018.10.10,DA000368,JPNEFMTRD_VALUE,0.037637,2018.10.10
2018.10.11,DA000368,JPNEFMTRD_ANLYSTSN,0.008218,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_BETA,0.096534,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_DIVYILD,0.004398,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_EARNQLTY,0.034257,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_EARNVAR,-0.020734,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_EARNYILD,0.094087,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_ESG,0.075888,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_FOREIGN_SENS,0.112656,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_GROWTH,-0.02187,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_INDMOM,-0.046338,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_INVSQLTY,0.056481,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_LEVERAGE,0.049977,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_LIQUIDTY,0.069954,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_LTREVRSL,-0.006596,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_MIDCAP,-0.047689,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_MLFAC,0.014711,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_MOMENTUM,-0.008684,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_PROFIT,-0.044214,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_RESVOL,-0.050997,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_SEASON,0.005861,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_SHORTINT,-0.059656,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_STREVRSL,0.019635,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_SIZE,0.085444,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_CROWD,0.021079,2018.10.11
2018.10.11,DA000368,JPNEFMTRD_VALUE,0.037506,2018.10.11
2018.10.12,DA000368,JPNEFMTRD_ANLYSTSN,0.00814,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_BETA,0.097956,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_DIVYILD,0.007066,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_EARNQLTY,0.034789,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_EARNVAR,-0.021034,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_EARNYILD,0.095365,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_ESG,0.075813,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_FOREIGN_SENS,0.113378,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_GROWTH,-0.021524,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_INDMOM,-0.044687,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_INVSQLTY,0.057257,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_LEVERAGE,0.050031,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_LIQUIDTY,0.069419,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_LTREVRSL,-0.006148,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_MIDCAP,-0.048601,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_MLFAC,0.011168,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_MOMENTUM,-0.007938,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_PROFIT,-0.044331,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_RESVOL,-0.051655,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_SEASON,0.007343,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_SHORTINT,-0.066627,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_STREVRSL,0.022442,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_SIZE,0.086818,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_CROWD,0.018228,2018.10.12
2018.10.12,DA000368,JPNEFMTRD_VALUE,0.039859,2018.10.12
2018.10.15,DA000368,JPNEFMTRD_ANLYSTSN,0.007526,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_BETA,0.100382,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_DIVYILD,0.006523,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_EARNQLTY,0.035263,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_EARNVAR,-0.02044,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_EARNYILD,0.095294,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_ESG,0.076392,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_FOREIGN_SENS,0.113707,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_GROWTH,-0.020532,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_INDMOM,-0.039875,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_INVSQLTY,0.057392,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_LEVERAGE,0.049689,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_LIQUIDTY,0.069641,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_LTREVRSL,-0.00571,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_MIDCAP,-0.048943,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_MLFAC,0.001786,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_MOMENTUM,-0.007171,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_PROFIT,-0.043913,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_RESVOL,-0.050825,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_SEASON,-0.006844,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_SHORTINT,-0.067191,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_STREVRSL,0.022081,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_SIZE,0.087158,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_CROWD,0.01576,2018.10.15
2018.10.15,DA000368,JPNEFMTRD_VALUE,0.039493,2018.10.15
2018.10.16,DA000368,JPNEFMTRD_ANLYSTSN,0.007066,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_BETA,0.101403,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_DIVYILD,0.005862,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_EARNQLTY,0.034811,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_EARNVAR,-0.020091,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_EARNYILD,0.095052,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_ESG,0.076262,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_FOREIGN_SENS,0.113147,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_GROWTH,-0.02195,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_INDMOM,-0.03537,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_INVSQLTY,0.056973,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_LEVERAGE,0.050267,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_LIQUIDTY,0.069475,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_LTREVRSL,-0.006378,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_MIDCAP,-0.048368,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_MLFAC,-0.005762,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_MOMENTUM,-0.006895,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_PROFIT,-0.043958,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_RESVOL,-0.050868,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_SEASON,-0.009075,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_SHORTINT,-0.067914,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_STREVRSL,0.020624,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_SIZE,0.08599,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_CROWD,0.017627,2018.10.16
2018.10.16,DA000368,JPNEFMTRD_VALUE,0.039523,2018.10.16
2018.10.17,DA000368,JPNEFMTRD_ANLYSTSN,0.00409,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_BETA,0.100463,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_DIVYILD,0.006497,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_EARNQLTY,0.034699,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_EARNVAR,-0.020723,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_EARNYILD,0.094953,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_ESG,0.076447,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_FOREIGN_SENS,0.112772,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_GROWTH,-0.020558,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_INDMOM,-0.036044,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_INVSQLTY,0.05715,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_LEVERAGE,0.05024,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_LIQUIDTY,0.069115,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_LTREVRSL,-0.006359,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_MIDCAP,-0.048587,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_MLFAC,-0.007714,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_MOMENTUM,-0.006139,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_PROFIT,-0.044219,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_RESVOL,-0.051274,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_SEASON,-0.011744,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_SHORTINT,-0.066754,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_STREVRSL,0.017853,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_SIZE,0.086395,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_CROWD,0.014958,2018.10.17
2018.10.17,DA000368,JPNEFMTRD_VALUE,0.039161,2018.10.17
2018.10.18,DA000368,JPNEFMTRD_ANLYSTSN,0.002932,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_BETA,0.101252,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_DIVYILD,0.005962,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_EARNQLTY,0.034913,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_EARNVAR,-0.020863,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_EARNYILD,0.095449,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_ESG,0.076435,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_FOREIGN_SENS,0.112901,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_GROWTH,-0.019953,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_INDMOM,-0.037931,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_INVSQLTY,0.057158,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_LEVERAGE,0.050834,2018.10.18
2018.10.18,DA000368,JPNEFMTRD_LIQUIDTY,0.069727,2018.10.18
